nome completo,matrícula,data de entrada,salário
Laura Hodge,223585376943,06/02/71,8805.46
Janet Carter,259502040136,24/08/02,3006.67
Mark Pruitt,951452283418,17/02/81,9954.96
Jeffrey Gardner,123523843080,09/09/72,5268.83
Keith Hunt,794402989693,22/12/70,7588.03
Maria Ferguson,17852575501,10/01/80,9754.34
Jennifer Thomas,873686563150,02/02/93,3829.36
Mr. Vincent Potter,235113811342,08/08/93,8674.22
Cheryl Gomez,926522670999,17/07/76,9839.26
Edward Molina,235418030399,27/01/85,5854.98
Terry Turner,890595858869,12/01/63,8475.93
Brittany Adams,974609704634,20/09/67,6586.29
John Wall,986036755132,24/06/95,3238.08
Kathleen Collier,746017979971,04/07/61,6583.71
Ricardo Rose,38752061615,10/04/64,9181.9
Logan Wade,850945522933,21/12/59,3088.95
Robert Gomez,1469797015,30/08/66,4631.79
Marissa Castaneda,397682405745,22/09/97,6710.71
Michael Evans,430163284354,08/11/66,4559.2
Rachel Taylor,112272198213,20/05/82,3162.9
Don Rodriguez,522551387853,14/06/81,9113.99
Erik Jones,754367988092,13/12/02,4519.54
Cameron Raymond,438391265343,30/07/78,9001.89
Gina Gardner,716509259752,29/07/96,5166.24
Keith Downs,7573008383,02/05/00,9804.56
Michael Mccall,226053673738,08/03/86,4466.11
Rachel Martin,765997871327,20/12/72,5974.28
Jordan Cooper,161238213035,16/04/73,8728.6
John Smith,711598734683,26/09/81,4257.28
Robert Armstrong,139972355350,03/07/69,9635.59
Frank Johnson,586244047876,07/03/03,7280.16
Stephanie Mayer,652948439115,21/04/96,4878.63
Andrew Kennedy,986499392823,11/09/67,7291.3
Rhonda Garcia,649983391129,13/10/99,8020.2
Shane Thomas,639129607782,18/08/71,9176.89
Shawn Matthews,977089927385,10/04/98,5014.49
Meagan Adkins,31049827023,28/09/01,9573.3
Diane Elliott,169274052405,15/01/92,7132.09
Cody Porter,779735574225,28/09/79,5108.54
Stephanie Long,71690229528,11/03/61,7625.22
Timothy Jones,133499267363,20/03/72,7294.3
Brad Wilson,139085477688,08/03/58,3280.25
Ashley Mays,571867019508,13/07/77,9448.17
Lauren Parrish,920619970757,13/01/91,6948.62
Justin Macias,260396492135,16/12/01,3170.74
Daniel Mason,551142368357,17/02/98,8964.37
Kathleen Lee,400481984685,28/05/87,4971.54
Bailey Reed,263728293392,26/11/86,3135.46
Allen Thomas,874849217656,25/12/58,8520.22
Paul Johnson,178793885790,30/08/65,7663.09
Natalie Jackson,844306537744,17/12/78,3472.8
Cathy Edwards,177602141512,02/02/63,5377.38
Chad Marshall,47083829717,19/04/85,6008.44
Rebecca Ferguson,713153341916,17/03/77,8695.92
Gregory Cline,743224488322,21/03/58,4729.86
Mallory Harris,567036863362,13/04/86,5980.8
Crystal Aguirre,636391135975,01/02/89,7213.71
Matthew Tran,712960466015,22/05/84,6395.25
Christopher Welch,394856935127,30/10/95,4102.08
Richard Freeman,563824341712,09/12/80,3635.83
Anna Mckinney,758394688119,04/08/73,8359.09
Michael Torres,922839221229,28/01/76,6506.08
Alan Sutton,704927569167,22/03/97,6833.97
Brian Flores,179922369231,13/12/58,4558.31
Margaret Carroll,389251654273,09/03/90,3422.84
Kara Bennett,564580568072,25/10/84,9842.95
Stephen Graham,551085759194,15/05/72,3676.31
Justin Conrad,315431521941,04/07/70,7439.73
Erin Terry,720483306170,27/10/00,6680.84
Jennifer Ramos,44120513986,08/12/58,3349.95
Deborah Tucker,398532108704,28/09/65,4395.56
Thomas Murray,724811516972,30/09/93,4379.28
Melissa Munoz,523474375246,10/06/67,6329.61
Angel Singh,864192890376,05/11/67,5454.82
Jared Jackson,76596813976,12/11/74,5998.93
Yesenia Hill,171253942058,27/12/04,3213.88
James Wagner,318602836288,01/12/66,8271.76
Victoria Smith,741879837127,05/05/80,3595.28
Michael Matthews,339205577454,10/06/98,8593.58
Douglas Johnson,862851590220,27/01/79,6630.16
Shannon Summers,765489340233,17/12/02,8364.89
Tracy Kirby,563954095469,11/08/97,3023.56
Teresa Miller,327494396872,17/09/60,8804.63
David Huber,190798353746,20/06/87,6345.9
Joseph Miller,567505753237,02/01/99,9208.62
Tamara Nguyen,36709112622,03/05/79,4929.93
Brandi Robertson,750146517815,08/10/93,6705.08
Joseph Hawkins,319099257414,05/11/58,3536.89
Austin Hodges,588958276571,23/03/84,4205.89
Derek Johnston,314423759027,16/02/64,3279.48
James Collins,864839559378,25/02/67,6784.9
Eddie Smith,702151243766,26/07/65,4379.45
Laura Martinez,148968203452,23/02/68,7026.5
Danny Rodriguez,396288031504,23/04/89,4191.18
James Brown,979329770615,19/01/69,3299.28
Randall Garcia,12899109779,15/12/59,8025.76
Barbara Vaughan,358288743179,27/10/77,7174.66
Lori Horne,93405439752,28/04/75,6528.64
Ashley Williams,46415102846,17/12/85,8755.08
Kimberly Hess,604876546153,06/04/83,7802.6
Jason Anderson,902106265854,04/09/94,5506.07
Suzanne Bowman,674506862508,03/05/78,9620.9
Peter Hall,923118417836,08/04/00,9227.68
Robert Sparks,450905213654,11/11/82,4973.29
Justin Powell,902570934654,19/09/77,6744.79
Michael Whitaker,896732668706,18/04/03,4313.77
Michael Moss,282764120442,22/12/59,3818.24
Richard Griffin,262608035468,14/06/86,7746.24
Gail Flowers,806723986424,23/11/75,8277.21
Barbara Cantu,330333921379,18/07/04,8087.56
Hannah Harrington,1378478350,24/12/97,5662.22
Beth Johnson,680244450522,05/07/86,9382.78
Brandy Wright,280943541107,19/08/96,9506.87
Kelly Houston,453308646484,17/11/62,4761.04
Lorraine Wise,266964979629,18/07/74,7064.59
Daniel Miller,506270966151,15/01/76,6679.94
Jennifer Elliott,834467461122,15/08/62,7439.57
Curtis Roberts,372414396120,20/03/80,4435.71
Emily Calderon,760529385046,17/09/80,5006.9
Nicolas Bowers,527825198264,22/08/71,8973.41
Aaron Hernandez,235641056586,23/11/69,3101.12
Mr. John Crawford DDS,680987073483,02/10/58,3819.32
Donna Anderson,722286229645,10/01/61,8712.47
Michelle Jimenez,129214594172,23/08/86,9088.14
Nicole Walker,566356167012,11/08/91,7770.63
Michael Cook,338784217696,06/07/63,3127.59
Christopher Carroll,866403461264,05/09/80,3020.31
Katherine Wright,608424563332,14/01/80,6092.26
Sandra Cross,542845919455,07/11/77,4040.86
Catherine Jackson,224004146228,07/03/67,7504.92
Paula Copeland,317377316088,13/02/77,4545.8
Dustin Hall,962551388162,06/09/78,8104.89
Teresa Robinson,451574124293,18/08/69,6758.43
Chad Jones,752177153929,31/12/71,7690.82
Cathy Hernandez,160047373640,10/03/95,8416.44
Ryan Fox,715501049916,09/06/72,4743.83
Richard Olsen,949997003428,08/12/89,8538.0
Jason Hoover MD,218344291045,02/06/92,6753.57
Yvonne Powell,834595041273,21/06/91,7636.1
Juan Boyer,628924738891,20/11/90,3216.95
Amanda Thompson,276716697745,14/07/66,8578.09
Michael Brooks,643712319778,30/05/99,5381.47
Allison Smith,374555225682,08/11/04,9940.64
Christina Banks,532553441717,21/01/00,3674.6
Gregory Berry,42594360058,04/04/67,4188.99
Christopher Chavez,631964114142,25/01/01,5065.6
Carolyn Boyd,233723153047,12/10/02,3562.96
Bradley Hester,421001128786,24/05/71,3492.56
Rhonda Valdez,124677670888,03/05/87,9010.97
Richard Cohen,467475150101,07/09/73,4157.41
Sean Miller,207718548561,31/12/88,6293.66
Manuel Lloyd,142688808109,14/04/77,4666.98
Jennifer Frey,468726042095,12/08/92,4116.01
Meghan Cervantes,218007222709,02/07/05,7613.35
Cynthia Johnson,526484282709,06/11/61,3034.04
Lisa Edwards,313548831133,08/10/74,7157.8
Eric Williams Jr.,172872128731,26/05/81,7403.28
Andrew Bowen,535734871535,17/02/99,6908.51
Theresa James,834108715118,23/01/62,5211.32
Robert Gould,631031602783,24/05/65,8086.48
Timothy Hughes,919086072244,13/08/93,8541.57
Richard Bell,105771326849,11/02/85,6994.38
Matthew Ross,316247960920,22/05/93,9902.48
Francis Carter,971747426166,07/08/81,7305.09
Michael Martinez,191450524448,26/05/97,4007.49
Erik Griffin,405213828140,10/06/88,3941.38
Ronald Pitts,929174755901,10/07/79,3555.23
Alexander Wright,582726912105,02/07/61,6607.61
Lori Bryant,274575340382,11/04/79,5937.65
Patrick Chapman,6699272992,11/11/80,6303.35
Amanda Matthews,677747487688,28/02/65,4407.4
Robin Johnson,630627511751,10/07/00,4634.06
Anne Raymond,89689401036,23/06/71,6491.76
Hannah Woodward,552710355928,10/05/78,6857.1
Lauren Griffin,265178993243,20/10/74,7418.17
Charles Garner,405827093400,22/06/85,3932.23
Ian James,722078155231,18/08/97,6319.09
Joseph White,380164284034,19/06/90,4933.53
Laura Morton,504142635622,08/05/74,4563.22
Briana Graham,12296557961,01/06/83,3898.74
Wyatt Munoz,758495118855,04/09/75,6910.17
Kevin Schaefer,11408313527,09/11/94,3324.76
Adam Stein,823595526571,20/03/87,8612.89
Julie Savage,659322297641,19/08/81,4835.3
Jose Patel,832793926816,07/04/89,6436.21
Tina Rosales,418865739434,01/06/58,3509.44
Kathryn Ward,978777153161,03/11/87,7030.51
Dale Summers,322995602469,28/03/66,6215.6
Christopher Woodard,879939478720,20/07/02,5857.26
Jason Zuniga,205524475963,17/01/68,4465.12
Robert Anderson,151176944866,04/12/71,3653.54
Ms. Gina Carey,955494508700,05/04/69,4640.24
Angela Ibarra,433294591089,12/06/87,5950.55
Theresa Smith,884279562516,09/09/87,5842.72
Brendan Sparks,173780837286,11/01/60,9432.22
Sharon Morgan,913157824852,14/06/02,7981.79
Jason Hardy,259416812017,16/07/89,3490.48
Dustin Johnson,138399408037,25/09/93,4635.49
Kimberly Miles,733454557374,09/08/66,5301.53
Amber Anderson,939555003014,07/01/69,6929.24
Diane Calhoun,273770851819,22/05/77,9066.58
Tammy Mcdonald,109620898885,29/06/90,6843.57
Diane Hooper,80767575759,05/01/86,5897.79
Linda Thompson,755257777862,18/01/59,6598.02
John Friedman,854077970248,18/10/03,3111.89
Gary Moore,496630897626,07/09/88,4672.08
Roberto Tucker,464747791560,16/05/99,4652.3
Lauren Conley,757648135372,21/12/67,4867.22
William Flores,124680973154,17/11/60,5888.49
Kevin Miller,679755230871,06/10/96,8546.22
Jason Santos,634850934191,11/12/77,4013.51
Nicole Ruiz,782329830866,21/07/74,3769.47
John Frederick,983193352228,20/12/73,8614.62
Jesse Lopez,256354849301,06/04/98,6979.41
James Neal,679850203010,14/10/70,6046.37
Michael Washington,264003968596,06/03/88,6733.02
Courtney Hill,791474681562,25/10/59,6891.9
Evan Cantu,519471688088,26/03/97,9455.57
Christian Gaines,931938912102,14/05/84,3622.31
William Fritz,802803375656,08/10/78,3969.21
Joseph Edwards,197144269770,15/11/85,7802.74
David Moore,92181584570,23/02/80,4606.7
Linda Barton,805419813264,26/03/70,5780.34
Tracy Clark,463031477960,15/02/85,7274.81
Edward Tanner,741639206641,30/12/59,8670.46
Martin Dixon,976786117557,26/02/66,6598.78
Dakota Woods,545749809208,01/05/89,3897.75
Eduardo Weaver,927498218458,07/01/80,3773.68
Colleen Wright,905408580225,26/01/05,9015.53
Jonathan Vargas,26601827150,18/06/94,7772.77
Roy Allen,445250672557,06/01/65,8932.77
Julia Gross,271822369802,24/05/98,7520.29
Tracey Brown,664760450602,16/10/90,8148.35
Brian Robinson,849199427411,05/07/59,7055.11
Mark Parks,337752267088,11/12/89,9474.01
Stacey Cummings,127738532685,06/10/70,5349.8
Jennifer King,432398205894,05/09/77,4862.05
Paul Love II,14469915412,20/07/65,3841.23
Miranda Robinson,833345187198,25/10/81,9934.08
Patricia Payne,148922867668,23/02/65,6170.1
Cassandra Mann,611672057494,10/06/82,7361.03
Lori Cox,938462618369,11/05/71,9199.66
Jennifer Williams,572657356816,29/06/85,3923.81
David Allen,955138961526,27/03/04,8400.38
Kathy Cook,182167289420,17/10/93,7210.76
Kathleen Doyle,12860914060,04/10/96,5297.62
Brian Martinez,304515966327,09/10/90,7958.48
Laura Moore,908386682354,13/11/01,6744.34
Alexander Harris,377587292279,10/10/83,9749.19
John Johnson,595965145242,23/07/69,8920.77
Heather Nash,129537761739,15/06/88,3036.01
Charlene Thomas,808673522589,24/04/73,9036.81
Tara Cardenas,384341972635,25/12/77,6519.88
Kathryn Smith,458343365545,21/11/93,5969.26
Jackie White,255677159432,21/09/86,8049.53
Benjamin Lee,447381024046,15/10/69,4204.38
Michael Hutchinson,7445077947,18/06/81,7172.49
Amber Clark,698846905699,12/07/71,3160.88
Ashley Church,558275674026,17/11/67,7578.9
Albert Mcdonald,819611376761,07/01/71,4717.12
Jason Camacho,621699248647,02/01/60,6398.32
Patricia Miller,398222060832,07/10/61,3075.13
Susan Bell,696977569033,08/11/59,7738.46
Breanna Rose,573243887377,19/09/76,5703.1
Steven Thompson,419262683203,24/08/82,4112.82
Jerry Patrick,271224271055,27/05/85,4051.85
Martin Thomas MD,534278646774,10/04/75,5375.37
Vicki Hudson,837401160660,15/04/77,5121.44
Hailey Shannon,854591501904,30/05/83,7461.54
Samuel Perry,950314341062,16/09/84,9410.68
Rose Lyons,929451626520,08/03/66,8483.08
Antonio Thompson,676345190191,21/09/82,4429.26
Patricia Henson,193169694687,12/12/75,6493.57
Wendy Klein,405553795281,31/01/69,3116.91
Jenna Lee,269630728579,10/04/83,7221.54
John Horton PhD,103415754439,22/02/74,9610.03
Richard Silva,695616059219,14/09/95,9239.6
Joseph Blake,361630508735,18/08/72,5571.39
Jasmine Scott,902278752802,16/07/92,7371.25
Amanda Bennett,243891534551,06/11/92,3206.88
Julia Adams,684372148405,27/04/86,8545.8
Ernest Myers,836735480254,14/11/96,4741.8
Rebecca Howard,919176921404,04/03/74,6469.33
Erik James,257064111078,05/04/02,5623.69
Melissa Underwood,976210923786,05/03/59,3737.17
Jessica Schaefer,981977425856,27/09/97,9199.69
Deborah Horn,636338358849,23/03/69,8300.25
Robert Reynolds,750908701691,28/06/73,7009.84
Donna Smith,708822120857,08/10/93,3359.79
Jeffrey Rose,936787084826,11/12/75,4264.85
Sarah Martinez,129226418987,09/09/73,5824.07
William Warren,119133842620,01/12/01,3859.95
Breanna Carroll,645558446853,16/09/80,6977.68
Rachel Wilcox,414091862821,27/01/82,5493.98
Steven Blankenship,865091063702,21/11/87,6445.83
Jacob Williams,369712353499,23/12/57,5743.49
Hannah Booth,206869455758,22/12/80,3624.62
Nicole Nelson,843096557300,05/03/00,8733.05
Terry Thomas,929735174437,23/05/02,7022.74
Jack Scott,785418582637,17/07/03,5163.92
Walter Greene,631454430081,22/05/02,9278.75
Misty Harvey,460265776560,29/08/65,6013.63
Alexander Vargas,872651222206,18/04/66,4261.32
Elizabeth Wright DVM,649654892718,27/05/96,4174.79
Erin Krause,409196518188,02/12/94,8900.81
Brett Henry,584625911829,24/02/58,7629.75
Gabrielle Pearson,494278457820,09/01/62,3623.92
Nicholas Mcintyre,880575793293,06/03/61,8361.08
Larry Proctor,711297675236,09/12/58,7166.7
James Reed,530299325025,27/09/71,9730.75
Rachel Thomas,624511253242,07/02/80,7350.63
Christine Roman,29952627962,10/08/73,8332.5
Mr. Stephen Walker Jr.,225151962863,07/11/78,5685.98
Matthew Oliver,905063415839,12/03/75,3087.24
Steven Garcia,494526167687,07/03/89,8448.59
Joel Rodriguez,923920975565,31/12/87,3260.81
Linda Campbell,120873440854,25/05/71,5009.87
Jessica Beasley,845985871505,05/04/93,5421.24
David Wallace,405157196309,27/05/73,5265.74
Abigail Smith,60130184964,28/08/01,7295.64
Mark Greene,338541582250,04/06/77,6333.15
Alyssa Ballard,301700182915,13/09/61,6711.57
Kyle Jones,635781951160,16/10/89,4230.64
Jacob Copeland,804698517375,06/02/79,4213.32
Jessica Nelson,53892392931,16/02/84,8849.34
Danielle Long,344021473933,04/05/01,3345.63
Stephanie Klein,778080887492,01/05/68,9690.85
James Graham,187808960627,09/05/79,3411.82
Mary Hernandez,87124652641,30/03/74,9634.18
Michael Flores,343730336321,11/03/69,8435.25
Stephanie Johnson,157258588609,23/03/62,5806.27
Cindy Johnson,146049885552,07/12/78,6217.86
Curtis Ramirez,412550479444,21/03/98,9332.3
Kevin Warren,14727842159,15/06/86,8162.55
Alicia Caldwell,7580481960,07/09/99,5743.42
Gregory Williams,558363002275,27/11/98,4074.49
Cameron Rodriguez,362568463578,23/06/89,9382.49
Gregory Murphy,140467424614,09/04/64,4310.14
Tanya Schneider,675563721239,08/02/62,9235.9
Michael Bryan,585697156050,25/09/78,6747.39
Luke Gill,52958359477,24/10/83,7918.5
Tanya May,399737940380,09/08/93,6472.64
Laura Zamora PhD,988914276350,29/11/68,6910.32
Stephanie Ford,387851808319,22/03/90,4831.64
Stephen Solis,795682348225,07/12/03,9670.69
Eric Douglas,826481461331,24/02/69,6658.91
Tonya Howard,112431045194,30/05/88,9914.42
Douglas Johnson,703486744333,29/02/64,7988.11
Jennifer Jimenez,598913853218,31/07/92,9529.94
Anthony Ford,122028728784,19/01/94,8877.09
Patrick Dodson,76377497619,02/12/93,5919.33
Brenda Barrett,989775266322,14/01/03,8666.41
Eric Watson,853621404109,16/07/90,4009.05
Frank Nash,858102549773,06/12/95,8504.91
Douglas Murray MD,78493685189,29/11/97,9119.12
Daniel Wagner,425955223571,28/04/61,3331.13
Nicholas Mueller,761518404652,18/08/90,8309.59
Ashley Cox,978229516371,20/02/68,3646.61
Sara Walker,903946462403,03/02/69,7327.7
Kenneth Schroeder,607240915204,20/09/91,5787.82
Gilbert Hall,12777581288,23/04/63,8216.32
Ryan Hunt,455170380384,10/07/90,8592.54
Barry Zuniga,192769140583,18/10/67,5992.08
Danielle Johnson,347269928394,16/03/00,9376.38
Chad Brown,182764277376,25/01/02,8796.81
Debra Pugh,727249659376,29/11/84,5548.93
Renee Garza,981152533491,06/08/78,4222.2
Lisa Bowman,559275710917,18/04/67,9776.67
Belinda Reed,512102862158,18/07/92,6814.15
Mr. Todd Wilson Jr.,212670663555,21/07/97,4628.95
Sara Hamilton,760396917063,08/01/04,7930.48
Mark Mosley,327425080496,10/05/74,8247.17
Melissa Evans,319081300489,24/11/69,8898.93
Daniel Miller,284764058870,20/06/03,9257.54
Samuel Jones,781564964766,25/10/78,6171.2
Lauren Williams,451482373325,23/04/96,6934.24
Scott Garcia,195582843101,03/08/92,5676.37
Danielle Reese,170642348515,02/07/85,6102.26
Charles Mccullough,518002261376,27/01/04,5538.65
Adam Wallace,583551232398,20/11/84,7413.43
Jon Hunter,70381963391,14/04/78,7321.62
Anita Haynes,120609500599,12/08/63,3764.56
Beverly Hernandez,943037349306,27/04/70,9462.58
Danielle Larsen,445159747315,26/04/02,4193.24
Scott West,619283065878,12/09/69,4958.04
Jennifer Williams,973345767805,17/01/70,6474.75
Timothy Becker,496943127406,22/01/72,5948.28
Eric Miller,500209395486,18/06/68,4055.12
Theresa Allen,677274606724,02/09/62,4168.65
Kelly Bailey,542455382422,02/02/60,8247.41
Samuel Mcintyre,147982712101,17/11/89,3165.1
Dr. Bridget Brown,144311008893,03/05/93,3450.63
Jaclyn Riley,970029737394,04/01/74,6088.88
Andrea Martin,4102338516,12/06/82,6370.06
Erika Romero,28104833668,08/02/01,5166.88
Aaron Chavez,20137214533,17/09/97,5465.24
Jeffrey Kane,708224925444,27/01/92,7824.79
Douglas Alvarez,876086352500,22/10/86,6407.42
Dr. Ashley Johnson,668091384928,22/01/79,9832.09
Thomas Brown,43159160357,15/04/90,6035.28
Barbara Dominguez,829134381433,08/02/62,7184.19
Sara Gonzalez,103289804968,07/04/98,7087.74
Sara Norman,621697455886,05/01/78,3995.43
Joseph Mckee,375036999777,05/03/60,5679.05
Michael Orozco,837548624247,01/10/01,7877.93
Carol Riddle,481022947888,24/10/71,3324.74
Sharon Simmons MD,607798711644,01/01/85,8293.31
John Gray,42227993888,17/08/66,5040.93
Patricia Ortega,957929703115,29/06/71,6142.48
Bryan Harris,631239778761,16/08/82,9146.16
Glenn Morgan,351366964536,14/09/83,8890.96
Charles Shepard,579370545268,27/02/93,7971.56
David Flowers,533601591500,01/10/97,4951.25
Patricia Morrow,259312520293,26/06/93,4671.4
Susan Sanchez,767275343084,04/03/76,7327.0
William Richardson,810156536860,18/05/70,4705.1
Brandy Blackburn,738743810701,18/01/88,8792.07
Kenneth Brady,204588379968,13/12/86,4695.47
Chloe Harris,522758141617,13/11/63,6094.87
Lisa Park,615440963300,20/12/86,5699.7
Brittany Perkins,723299373436,15/08/85,5850.97
Tonya Howell,45891633649,06/03/70,7208.83
Tracy Richmond,70088013027,02/10/86,6887.9
Ronnie Mays,238303912370,19/09/85,9092.29
Holly Duncan,116352296648,27/05/00,9493.84
Sean Cannon,407991444853,07/02/87,8133.15
Lori Thomas,541876749650,04/03/59,9387.93
Adam Monroe,515379523541,24/09/99,7114.22
Kenneth Holt,343103274369,18/09/59,6402.88
Mindy Phillips,849035520386,20/04/72,9669.34
Melinda Miller,284145489073,20/05/68,8412.65
Donald Lutz,187515787114,31/03/65,6748.06
Jessica Anderson,24993124781,05/07/63,9352.08
Robert Moore,236804674860,05/11/93,5998.42
Stephanie Elliott,535882239968,14/12/74,9641.93
Anthony Matthews,589771242901,20/10/85,5081.05
Barbara Terrell,101868674301,16/06/76,5141.43
Kristen Crawford,290353727198,24/06/86,3687.01
Gregory Carpenter DVM,272782948370,03/08/99,3678.25
Robert Kelley,852680117277,16/02/67,8375.22
Martha Mcknight,530785873668,31/01/93,6396.51
Susan Bailey,955932822622,11/08/67,4500.19
Taylor Brown,463839490299,18/10/82,5096.49
Rita Smith,974268631906,03/09/92,6853.59
Summer Vasquez,536291153215,26/10/94,9842.13
Brenda Buchanan,906004523767,13/10/58,4812.24
Monique Cunningham,598277055512,20/09/68,8991.58
Jenna Melton MD,359430074378,02/04/95,3511.31
George Johnson,113495677059,11/02/81,3661.18
Barry Neal,418992953887,09/12/76,4649.61
Dustin Ochoa,565215229598,23/07/87,4959.32
Sarah Velez,784897407245,10/09/73,3671.62
Jacob Harris,943974422203,17/12/68,3109.88
